Directory,勘誤,勘誤備註說明,序號,縣市 County,縣市及鄉鎮市區 County and Area,村里 Village,預計收容村里 Service Area,避難收容處所地址 Address,避難收容處所名稱 Shelter Name,適用災害類別 Disaster Categories,適合避難弱者安置 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,預計收容人數 Capacity,緯度,經度,管理人姓名,管理人電話,經緯度
,,,4860,桃園市,桃園市中壢區,水尾里,水尾里、忠福里、興和里,新生路598巷22號,中壢區水尾社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,40,24.970735,121.224783,余潔雯,03-4271801#1210,"24.970735,121.224783"
,,,4861,新北市,新北市樹林區,中山里,樂山、山佳、中山,佳園路一段34號,育德國小,"地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,室外 Outdoor,484,24.971116,121.392558,事務組長王心巧,26805557#131,"24.971116,121.392558"
,,,4862,桃園市,桃園市八德區,大正里,大正里,正福五街與正福二街口地號︰大福段0603-0000號,大正休閒廣場,地震-Earthquake,否 No,否,室外 Outdoor,46,24.9714,121.2979,周佩潤,03-3683155#231,"24.9714,121.2979"
,,,4863,桃園市,桃園市八德區,高明里,高城里、高明里、永豐里、茄明里,永豐路572巷21號2樓,高明里集會所,"水災-Flooding,地震-Earthquake",否 No,室內 Indoor,否,105,24.9716,121.2759,呂峻安,03-3702472,"24.9716,121.2759"
,難字無法顯示-地名,,4864,新北市,新北市新店區,中正里,國豐里、明德里、新生里、新德里、張北里、五?里,新北市新店區三民路３６號,中正國小,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,1001,24.9717,121.5366,吳英同,02-29112281#1209,"24.9717,121.5366"
,,,4865,新北市,新北市新店區,中正里,新德里、中正里、中華里、仁愛里、百忍里、福德里、福民里,新北市新店區三民路18號,崇光女中,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,522,24.9718,121.5391,吳英同,02-29112281#1209,"24.9718,121.5391"
,,,4866,新北市,新北市土城區,埤塘里,員仁里 土城里 長風里 員信里 埤塘里 大安里,興城路17號,土城國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,958,24.972383,121.441935,趙麗玲,02-22700177-851,"24.972383,121.441935"
,,,4867,新北市,新北市土城區,埤塘里,埤塘里 土城里 員林里 員仁里 長風里 員福里 員信里,金城路1段101號7樓,土城區公所,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,162,24.972533,121.442873,楊麗涵,02-22732000-543,"24.972533,121.442873"
,,,4868,新北市,新北市雙溪區,泰平里,泰平里,溪尾寮46號,泰平里活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,100,24.9727,121.827,宋翔怡,02-24931111#124,"24.9727,121.827"
,,,4869,新北市,新北市樹林區,中山里,東山、樂山、山佳、中山,中山路三段40號2樓,山佳市民活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,80,24.972721,121.39436,游文瑩,02-26812106#1615,"24.972721,121.39436"
,,,4870,桃園市,桃園市中壢區,永福里,永福里、幸福里、忠福里,南園二路90號,中壢區永福、忠福、幸福里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,50,24.972729,121.233494,余潔雯,03-4271801#1210,"24.972729,121.233494"
,,,4871,新北市,新北市鶯歌區,中湖里,中湖里、大湖里、鳳鳴里、鳳祥里、鳳福里,中湖街25號,中湖里活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,119,24.973,121.3481,楊祚榮,02-26780202,"24.973,121.3481"
,,,4872,新北市,新北市鶯歌區,中湖里,中湖里,中湖街25號,中湖國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,室外 Outdoor,465,24.973,121.3481,楊祚榮,02-26780202,"24.973,121.3481"
,,,4873,桃園市,桃園市中壢區,復華里,復華里,復華里內壢國中旁,復興公園,地震-Earthquake,否 No,否,室外 Outdoor,844,24.973494,121.248762,余潔雯,03-4271801#1210,"24.973494,121.248762"
,難字無法顯示-聯絡人員姓名,,4874,桃園市,桃園市八德區,大正里,大正里,思源街與正福里交匯地號︰大福段0583-0000號,思源公園,地震-Earthquake,否 No,否,室外 Outdoor,69,24.9735,121.2989,周佩潤�@,03-3683155#231,"24.9735,121.2989"
,,,4875,新北市,新北市新店區,新安里,大豐里、大同里,新北市新店區寶橋路8號,北新國小,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,1737,24.9737,121.5439,吳英同,02-29112281#1209,"24.9737,121.5439"
,只是漏字或多字,沒填寫村里,4876,桃園市,桃園市桃園區,,鴻撫街臨時集散點,桃園市鴻撫街3號,鴻撫宮,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,72,24.9738,121.2645,邱雲來,3698361,"24.9738,121.2645"
,,,4877,新北市,新北市土城區,清和里,清化里 清和里,青雲路368號4樓,清化市民活動中心,"水災-Flooding,土石流-Landslide",否 No,室內 Indoor,否,30,24.973802,121.458661,袁慧如,02-22615380,"24.973802,121.458661"
,,,4878,新北市,新北市土城區,清和里,清和里 清化里,青雲路368號1樓,清和市民活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,30,24.973802,121.458661,張源寶,02-22745669,"24.973802,121.458661"
,,,4879,桃園市,桃園市中壢區,永福里,永福里,中園路,中園路環保公園,地震-Earthquake,否 No,否,室外 Outdoor,1401,24.97388,121.235833,余潔雯,03-4271801#1210,"24.97388,121.235833"
,,,4880,新北市,新北市樹林區,樂山里,樂山、中山,中和街38號3樓,樂山市民活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,61,24.973944,121.389871,江翊榕,26812106#1617,"24.973944,121.389871"
,,,4881,桃園市,桃園市中壢區,復興里,復興里,文化路,元生公園,地震-Earthquake,否 No,否,室外 Outdoor,1303,24.974152,121.253145,余潔雯,03-4271801#1210,"24.974152,121.253145"
,,,4882,桃園市,桃園市新屋區,笨港里,笨港里,2鄰29-5號,松柏會老人文康活動中心,"水災-Flooding,地震-Earthquake",是 Shelter for Vulnerable People,室內 Indoor,否,0,24.974502,121.026312,蕭秀卿,4778168,"24.974502,121.026312"
,,,4883,桃園市,桃園市桃園區,中德里,中德,國際路一段575號,中山社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,45,24.975,121.2892,呂理陽,03-3611518,"24.975,121.2892"
,,,4884,新北市,新北市新店區,福民里,百忍里、福民里、中山里、中央里、百福里、和平里、頂城里、中正里,新北市新店區中央路93號,新店高中,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,1307,24.9756,121.5318,吳英同,02-29112281#1209,"24.9756,121.5318"
,,,4885,桃園市,桃園市中壢區,復興里,復興里,元化路元生國小旁,常樂公園,地震-Earthquake,否 No,否,室外 Outdoor,885,24.975768,121.250826,余潔雯,03-4271801#1210,"24.975768,121.250826"
,,,4886,新北市,新北市樹林區,山佳里,東山、山佳,中山路三段5號,山佳國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,室外 Outdoor,654,24.975774,121.401678,事務組長林清輝,26806673轉831,"24.975774,121.401678"
,,,4887,桃園市,桃園市桃園區,福林里,本市大樹林區各里,延平路326號,福豐國中,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,105,24.976,121.3139,楊錦珠,03-3669547#513,"24.976,121.3139"
,,,4888,新北市,新北市新店區,百和里,百和里、江陵里、建國里、福德里、中央里、中華里、仁愛里、百忍里,新北市新店區民族路112號,耕莘健康管理專科學校,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,87,24.9761,121.5355,吳英同,02-29112281#1209,"24.9761,121.5355"
,,,4889,桃園市,桃園市中壢區,忠孝里,忠孝里,忠孝路元生二街旁,忠孝公園,地震-Earthquake,否 No,否,室外 Outdoor,1015,24.976276,121.254187,余潔雯,03-4271801#1210,"24.976276,121.254187"
,只是漏字或多字,沒填寫村里,4890,臺北市,臺北市文山區,,指南里,文山區指南路3段38巷5-2號,指南國小,"水災-Flooding,地震-Earthquake",否 No,室內 Indoor,否,20,24.9764,121.5836,張心怡,02-29393546#21,"24.9764,121.5836"
,,,4891,桃園市,桃園市中壢區,忠孝里,忠孝里,元生二街126號,中壢區中原、忠孝、和平里原住民集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,50,24.976697,121.209151,余潔雯,03-4271801#1210,"24.976697,121.209151"
,,,4892,新北市,新北市新店區,大豐里,大鵬里、忠孝里、復興里、信義里、寶安里、寶興里、寶福里、中山里、和平里、江陵里、大同里、大豐里、明德里、新安里、國豐里、忠誠里、百和里、建國里、仁愛里、張北里、德福里、百忍里、中正里、五峰里、長春里、中央里、福民里、百福里、中華里、新德里、中興里、新生里、下城里、頂城里,新北市新店區民族路110號,大豐社福館,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,1540,24.9769,121.5376,吳英同,02-29112281#1209,"24.9769,121.5376"
,,,4893,桃園市,桃園市中壢區,復興里,復華里、復興里,長樂街55號,中壢區復興、復華里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,50,24.977376,121.249838,余潔雯,03-4271801#1210,"24.977376,121.249838"
,位置有誤,原始資料經緯度並非建國國中校區內，請參考說明示意圖 https://s3-ap-northeast-1.amazonaws.com/g0v-hackmd-images/uploads/upload_b1539de06e7a1dbd885682d5b0776861.png,4894,桃園市,桃園市桃園區,福林里,本市大樹林區各里,介新街20號,建國國中,"水災-Flooding,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,70,24.9774,121.3077,嚴林揚,03-3630081#540,"24.9774,121.3077"
,,,4895,新北市,新北市新店區,大豐里,仁愛里、國豐里、明德里、大豐里、大同里、百和里、忠誠里、忠孝里、寶興里、信義里、大鵬里,新北市新店區23143民族路108號,大豐國小,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,5794,24.9776,121.5382,吳英同,02-29112281#1209,"24.9776,121.5382"
,,,4896,桃園市,桃園市中壢區,福德里,福德里,福得里內壢高中旁,成功公園,地震-Earthquake,否 No,否,室外 Outdoor,547,24.977663,121.257876,余潔雯,03-4271801#1210,"24.977663,121.257876"
,,,4897,桃園市,桃園市桃園區,大林里,大林,大原路31號,大林社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,89,24.9778,121.3202,楊春風,03-3612328,"24.9778,121.3202"
,,,4898,桃園市,桃園市中壢區,忠孝里,忠孝里,文化路以東、元生一街以北,甲蟲兒童公園（文化兒2）,地震-Earthquake,否 No,否,室外 Outdoor,535,24.977813,121.252899,余潔雯,03-4271801#1210,"24.977813,121.252899"
,,,4899,桃園市,桃園市中壢區,福德里,內壢里、成功里、福德里,光華三街10號,中壢區內壢、成功、福德里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,50,24.97792,121.258069,余潔雯,03-4271801#1210,"24.97792,121.258069"
,,,4900,新北市,新北市土城區,員林里,員林里 員福里 埤塘里 土城里 員仁里 長風里 員信里,員林街15號1樓,員林市民活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,77,24.978282,121.442984,蔡黃地,02-22610593,"24.978282,121.442984"
,難字無法顯示-聯絡人員姓名,,4901,桃園市,桃園市八德區,大福里,大福里,介壽路一段16底地號︰力行段0029-0000號,霖園兒童公園,地震-Earthquake,否 No,否,室外 Outdoor,71,24.9784,121.3022,周佩潤�@,03-3683155#231,"24.9784,121.3022"
,,,4902,桃園市,桃園市八德區,高城里,高城里、高明里、茄明里,高城六街與48巷交匯地號︰高明段0146-0000號,高城公園,地震-Earthquake,否 No,否,室外 Outdoor,35,24.979,121.2754,周佩潤,03-3683155#231,"24.979,121.2754"
,,,4903,桃園市,桃園市桃園區,福林里,福林、南門,陽明三街33號,陽明社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,65,24.9794,121.3072,李振華,03-3678977,"24.9794,121.3072"
,,,4904,桃園市,桃園市中壢區,文化里,內定里、文化里,文化路383-20號,中壢區文化里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,50,24.979431,121.250258,余潔雯,03-4271801#1210,"24.979431,121.250258"
,,,4905,新北市,新北市中和區,華新里,備用頂南里、華新里、橫路里、內南里、正南里）,中和區華新街143巷12號,竹林中學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,430,24.9799,121.506,劉師政,02-22482688#286,"24.9799,121.506"
,只是漏字或多字,沒填寫村里,4906,宜蘭縣,宜蘭縣頭城鎮,,石城里,頭城鎮石城里（路）40-8號,石城里-石城社區活動中心,"水災-Flooding,地震-Earthquake,海嘯-Tsunami",否 No,室內 Indoor,否,67,24.9799,121.9498,沈榮華,03-9781117,"24.9799,121.9498"
,,,4907,新北市,新北市新店區,寶福里,寶福里、寶興里,新北市新店區寶中路49號,開明工商,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,1945,24.98,121.5462,吳英同,02-29112281#1209,"24.98,121.5462"
,,,4908,新北市,新北市石碇區,豐田里,彭山里、豐田里,華梵路1號,華梵大學于藝館3樓,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,100,24.98,121.6921,陳靜瑤/楊朝欽,02-26632102#2422/#2462,"24.98,121.6921"
,,,4909,桃園市,桃園市中壢區,文化里,文化里,內壢文化路,文化公園,地震-Earthquake,否 No,否,室外 Outdoor,1700,24.980065,121.249202,余潔雯,03-4271801#1210,"24.980065,121.249202"
,,,4910,新北市,新北市土城區,青山里,青山里 清水里 清溪里 永富里,明德路1段74-1號1樓,青山市民活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,18,24.98031,121.464447,姚韋華,02-22734192,"24.98031,121.464447"
,,,4911,新北市,新北市土城區,青山里,清水里 永富里 青山里,明德路1段74-1號2樓,永富市民活動中心,"水災-Flooding,土石流-Landslide",否 No,室內 Indoor,否,25,24.98031,121.464447,黃思儀,02-22644813,"24.98031,121.464447"
,只是漏字或多字,沒填寫村里,4912,臺北市,臺北市文山區,,樟林里、樟文里、樟樹里,文山區木新路3段312號,景美女中,"水災-Flooding,地震-Earthquake",否 No,室內 Indoor,否,300,24.9807,121.5562,林宜德,02-29368847#201,"24.9807,121.5562"
,只是漏字或多字,沒填寫村里,4913,桃園市,桃園市桃園區,,本市大樹林區各里,桃園市延平路、大豐路口,延平公園,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,否,室外 Outdoor,1400,24.9808,121.3186,林義順,3354757,"24.9808,121.3186"
,,,4914,新北市,新北市土城區,廷寮里,廷寮里 永豐里 金城里,永豐路240-1號,廷寮市民活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,80,24.980803,121.467199,洪焜猛,02-22626089,"24.980803,121.467199"
,,,4915,新北市,新北市新店區,寶興里,寶興里、寶安里、寶福里、新安里、信義里,新北市新店區文化路42號,南強工商,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,室外 Outdoor,1132,24.9809,121.5448,吳英同,02-29112281#1209,"24.9809,121.5448"
,只是漏字或多字,沒填寫村里,4916,臺北市,臺北市文山區,,樟新里、樟腳里、老泉里,文山區木新路3段155巷7號,力行國小,"水災-Flooding,地震-Earthquake",是 Shelter for Vulnerable People,室內 Indoor,否,30,24.9809,121.561,吳阿理,02-29363995#821,"24.9809,121.561"
,,,4917,桃園市,桃園市中壢區,文化里,文化里,文化路,三角公園,地震-Earthquake,否 No,否,室外 Outdoor,2281,24.980978,121.249318,市府養工處,03-3396122#1,"24.980978,121.249318"
,只是漏字或多字,沒填寫村里,4918,桃園市,桃園市桃園區,,本市市中心區各里,桃園市長沙街十一號,陽明公園,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,否,室外 Outdoor,4600,24.9811,121.3073,林義順,3354757,"24.9811,121.3073"
,,,4919,新北市,新北市樹林區,大同里,大同、彭厝、和平、彭福、東陽、彭興、中華、太順,大同街43號,大同國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,室外 Outdoor,450,24.981493,121.417421,事務組長沈炳育,86865486轉842,"24.981493,121.417421"
,,,4920,新北市,新北市樹林區,樹東里,樹德、樹西、樹東、樹北、東山、東陽、圳福、中華、太順,鎮前街467號,東陽市民活動中心,"地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,78,24.981593,121.410902,何錦綢,02-26812106#1614,"24.981593,121.410902"
,,,4921,新北市,新北市樹林區,和平里,和平、彭厝、彭福、彭興、太順,忠孝街30號,彭福國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,室外 Outdoor,1704,24.981755,121.42394,事務祖長王鴻萍,86866589#803,"24.981755,121.42394"
,難字無法顯示-地名,,4922,新北市,新北市土城區,永富里,永富里 永豐里 金城里 清水里 清和里 清化里 清溪里 ?廷里平和里 廷寮里 延壽里 安和里 延吉里 延和里 青山里 延祿里,明德路1段72號,清水高中,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,1033,24.982013,121.465311,林呈隆,02-22707801-400,"24.982013,121.465311"
,,,4923,桃園市,桃園市桃園區,福林里,豐林、大豐、福安、玉山、泰山,介壽路199號,福林、豐林、福安、大豐里聯合集會所（陽明公園管理中心）,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,131,24.9821,121.3081,卓維順,3348058#1109,"24.9821,121.3081"
,,,4924,新北市,新北市中和區,華新里,頂南里、華新里、華南里、忠孝里、橫路里、內南里、正南里,中和區工專路111號,華夏科技大學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,1447,24.9822,121.5076,劉師政,02-22482688＃286,"24.9822,121.5076"
,,,4925,新北市,新北市土城區,青雲里,青雲里 柑林里,清水路141巷18號B1,"青雲,柑林市民活動中心",土石流-Landslide,否 No,室內 Indoor,否,50,24.98237,121.458501,廖特青 張育誠,02-22659858 02-22736647,"24.98237,121.458501"
,,,4926,新北市,新北市土城區,日和里,日和里 員林里 員福里,擺接堡路1號,裕德高中,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,975,24.982977,121.439585,簡嘉良,02-82617889-225,"24.982977,121.439585"
,,,4927,新北市,新北市土城區,學府里,學府里 明德里 學士里 樂利里 日新里 日和里 貨饒里 裕生里中正里,學府路1段241號,新北高工,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,2785,24.983308,121.45038,洪儒,02-22612483-30,"24.983308,121.45038"
,,,4928,桃園市,桃園市桃園區,雲林里,本市中路區各里,昆明路95號,建國國小,"水災-Flooding,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,280,24.9834,121.3144,黃柏嵐,03-3636660#512,"24.9834,121.3144"
,只是漏字或多字,沒填寫村里,4929,臺北市,臺北市文山區,,樟林里,文山區辛亥路7段67號,實踐國中,"水災-Flooding,地震-Earthquake",否 No,室內 Indoor,否,300,24.9834,121.5547,吳佳晉,02-22362852#150,"24.9834,121.5547"
,,,4930,新北市,新北市土城區,青雲里,中正里 柑林里 青雲里,金城路2段247號,中正國中,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,415,24.983456,121.456842,林碧文,02-22628456-815,"24.983456,121.456842"
,,,4931,新北市,新北市樹林區,和平里,樹東、大同、和平、彭厝、彭福、樹北、彭興,中華路8號,樹林高級中學,"地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,室外 Outdoor,1404,24.983502,121.422804,總務主任林浩吉,86852011#2112,"24.983502,121.422804"
,只是漏字或多字,沒填寫村里,4932,臺北市,臺北市文山區,,樟文里、樟樹里,文山區忠順街1段4號,實踐國小,"水災-Flooding,地震-Earthquake",否 No,室內 Indoor,否,75,24.9836,121.5575,蔡宗儒,02-29360725#140,"24.9836,121.5575"
,,,4933,新北市,新北市樹林區,東昇里,樹南、東陽、東昇、樹福、中華,中山路二段80號2樓,東昇市民活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,214,24.984222,121.415159,陳雅晴,02-268121061613,"24.984222,121.415159"
,難字無法顯示-地名,,4934,新北市,新北市土城區,清溪里,清溪里 柑林里 永豐里 ?廷里 平和里 廷寮里 延壽里 安和里青雲里 延吉里 延和里 金城里 延祿里,金城路2段356號,清水國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,597,24.984402,121.461508,劉員池,02-22618316-401,"24.984402,121.461508"
,,,4935,桃園市,桃園市中壢區,文化里,文化里,忠工路341-1地號,吉林公園,地震-Earthquake,否 No,否,室外 Outdoor,305,24.984425,121.250192,余潔雯,03-4271801#1210,"24.984425,121.250192"
,,,4936,新北市,新北市新店區,永安里,永安里、新和里、永平里,新店市安和路三段100號,新和國小,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,648,24.9846,121.5182,吳英同,02-29112281#1209,"24.9846,121.5182"
,只是漏字或多字,沒填寫村里,4937,臺北市,臺北市文山區,,試院、華興、明義、明興、木柵、木新、順興、忠順、樟林、樟腳、樟樹、樟新、樟文、萬興、政大、指南、老泉里,臺北市文山區指南路3段2巷14號,北政國中,"水災-Flooding,地震-Earthquake",否 No,室內 Indoor,否,20,24.9849,121.5783,陳友城,29393651#51,"24.9849,121.5783"
,,,4938,桃園市,桃園市中壢區,內定里,內定里,內定里吉林北路以東,中山公園,地震-Earthquake,否 No,否,室外 Outdoor,3275,24.985413,121.251276,余潔雯,03-4271801#1210,"24.985413,121.251276"
,,,4939,新北市,新北市土城區,日新里,日新里 裕生里 貨饒里 日和里 埤林里 瑞興里 樂利里 學府里復興里 學成里 學士里 明德里,裕生路65號,樂利國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,1168,24.985602,121.447559,李明憲,02-22662568-831,"24.985602,121.447559"
,,,4940,新北市,新北市新店區,復興里,復興里、大鵬里、忠孝里、江陵里、寶安里、中山里,新北市新店區民生路45號,莊敬工家,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,8362,24.9858,121.5322,吳英同,02-29112281#1209,"24.9858,121.5322"
,,,4941,桃園市,桃園市中壢區,永福里,永福里,永福里社區.新街溪綠地,西園路環保公園,地震-Earthquake,否 No,否,否,509,24.985901,121.236845,余潔雯,03-4271801#1210,"24.985901,121.236845"
,,,4942,新北市,新北市土城區,廣福里,廣興里 廣福里,學府路一段99巷底2樓,廣興市民活動中心,"水災-Flooding,土石流-Landslide",否 No,室內 Indoor,否,50,24.985909,121.457766,張淑玲,02-22625088,"24.985909,121.457766"
,,,4943,新北市,新北市土城區,廣福里,廣福里 埤林里 瑞興里 復興里 學成里 廣興里,學府路一段99巷底1樓,廣福市民活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,24.985909,121.457766,丁科秀,02-22629394,"24.985909,121.457766"
,,,4944,新北市,新北市樹林區,樹南里,樹南、樹人、坡內、東昇、育英、樹興,復興路395號,育林國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,室外 Outdoor,135,24.986051,121.415677,事務組長 杜炳倫,26832112#303,"24.986051,121.415677"
,,,4945,新北市,新北市樹林區,樹南里,樹南、樹人、坡內、東昇、育林、樹興,復興路395號,育林國中,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,室外 Outdoor,574,24.986051,121.415677,事務組長潘怡娟,26841160#122,"24.986051,121.415677"
,,,4946,新北市,新北市中和區,忠孝里,頂南里、華新里、東南里、華南里、忠孝里、崇南里、景南里、橫路里、內南里、壽南里、外南里、復興里、和興里、景平里、景新里、景福里、興南里、景本里、福南里、正南里,中和區興南路2段3巷17號,中和國中,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,2649,24.9862,121.5085,劉師政,02-22482688＃286,"24.9862,121.5085"
,,,4947,桃園市,桃園市桃園區,中山里,本市中路區各里,國際路一段1070號,中山國小,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,212,24.9864,121.2902,林居城,03-2203012#51,"24.9864,121.2902"
,,,4948,桃園市,桃園市桃園區,中山里,中山、中原、中平、中聖、中泰、中路,中平路118號,中山、中平、中原、中泰、中聖五里聯合集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,339,24.9867,121.2928,卓維順,3348058#1109,"24.9867,121.2928"
,,,4949,新北市,新北市中和區,忠孝里,東南里、華南里、忠孝里、崇南里、景南里、壽南里、景平里、景新里、景福里、景安里、景文里、興南里、景本里、中興里、吉興里,中和區興南路1段135巷24號,興南國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,1278,24.9867,121.5091,劉師政,02-22482688#286,"24.9867,121.5091"
,,,4950,新北市,新北市土城區,廣福里,瑞興里 復興里 埤林里 學成里 日新里 貨饒里 樂利里 廣福里 學府里 裕生里 中正里 學士里 明德里 廣興里,學府路1段127號,廣福國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,608,24.986953,121.454896,施杰翰,02-22626782-100,"24.986953,121.454896"
,,,4951,桃園市,桃園市桃園區,建國里,建國、雲林,建成街88號一、二樓,建國、雲林里聯合集會所建國公園管理中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,191,24.987,121.3155,卓維順,3348058#1109,"24.987,121.3155"
,只是漏字或多字,沒填寫村里,4952,桃園市,桃園市桃園區,,本市中路區各里,桃園市泰昌三街、宏昌七街口,市二簡易公園,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,否,室外 Outdoor,250,24.9871,121.2931,林義順,3354757,"24.9871,121.2931"
